Quick_Sort, 100, 0.010000, 72, 2
Quick_Sort, 100, 0.050000, 9, 67
Quick_Sort, 100, 0.100000, 9, 88
Quick_Sort, 100, 0.150000, 10, 90
Quick_Sort, 1000, 0.010000, 87, 452
Quick_Sort, 1000, 0.050000, 31, 820
Quick_Sort, 1000, 0.100000, 17, 922
Quick_Sort, 1000, 0.150000, 11, 938
Quick_Sort, 5000, 0.010000, 200, 1290
Quick_Sort, 5000, 0.050000, 81, 3942
Quick_Sort, 5000, 0.100000, 43, 4695
Quick_Sort, 5000, 0.150000, 18, 4697
Quick_Sort, 10000, 0.010000, 259, 3938
Quick_Sort, 10000, 0.050000, 112, 7844
Quick_Sort, 10000, 0.100000, 105, 8899
Quick_Sort, 10000, 0.150000, 37, 9476
Quick_Sort, 50000, 0.010000, 956, 11753
Quick_Sort, 50000, 0.050000, 534, 36189
Quick_Sort, 50000, 0.100000, 330, 47365
Quick_Sort, 50000, 0.150000, 126, 47626
Quick_Sort, 100000, 0.010000, 1996, 29387
Quick_Sort, 100000, 0.050000, 1315, 70059
Quick_Sort, 100000, 0.100000, 1000, 92072
Quick_Sort, 100000, 0.150000, 197, 93260
Merge_Sort, 100, 0.010000, 44, 36
Merge_Sort, 100, 0.050000, 13, 80
Merge_Sort, 100, 0.100000, 8, 95
Merge_Sort, 100, 0.150000, 9, 93
Merge_Sort, 1000, 0.010000, 67, 407
Merge_Sort, 1000, 0.050000, 20, 931
Merge_Sort, 1000, 0.100000, 12, 951
Merge_Sort, 1000, 0.150000, 12, 962
Merge_Sort, 5000, 0.010000, 101, 2954
Merge_Sort, 5000, 0.050000, 46, 4600
Merge_Sort, 5000, 0.100000, 19, 4730
Merge_Sort, 5000, 0.150000, 15, 4822
Merge_Sort, 10000, 0.010000, 174, 6035
Merge_Sort, 10000, 0.050000, 78, 9225
Merge_Sort, 10000, 0.100000, 35, 9492
Merge_Sort, 10000, 0.150000, 16, 9643
Merge_Sort, 50000, 0.010000, 413, 30215
Merge_Sort, 50000, 0.050000, 71, 45979
Merge_Sort, 50000, 0.100000, 71, 47557
Merge_Sort, 50000, 0.150000, 63, 48056
Merge_Sort, 100000, 0.010000, 557, 61730
Merge_Sort, 100000, 0.050000, 117, 92057
Merge_Sort, 100000, 0.100000, 60, 94932
Merge_Sort, 100000, 0.150000, 56, 96239
Insertion_Sort, 100, 0.010000, 17, 90
Insertion_Sort, 100, 0.050000, 9, 98
Insertion_Sort, 100, 0.100000, 7, 99
Insertion_Sort, 100, 0.150000, 7, 98
Insertion_Sort, 1000, 0.010000, 31, 978
Insertion_Sort, 1000, 0.050000, 16, 986
Insertion_Sort, 1000, 0.100000, 13, 983
Insertion_Sort, 1000, 0.150000, 9, 986
Insertion_Sort, 5000, 0.010000, 36, 4892
Insertion_Sort, 5000, 0.050000, 18, 4908
Insertion_Sort, 5000, 0.100000, 16, 4916
Insertion_Sort, 5000, 0.150000, 12, 4918
Insertion_Sort, 10000, 0.010000, 34, 9783
Insertion_Sort, 10000, 0.050000, 19, 9822
Insertion_Sort, 10000, 0.100000, 15, 9824
Insertion_Sort, 10000, 0.150000, 11, 9849
Insertion_Sort, 50000, 0.010000, 40, 49083
Insertion_Sort, 50000, 0.050000, 20, 49046
Insertion_Sort, 50000, 0.100000, 15, 49136
Insertion_Sort, 50000, 0.150000, 15, 49217
Insertion_Sort, 100000, 0.010000, 51, 97905
Insertion_Sort, 100000, 0.050000, 20, 98134
Insertion_Sort, 100000, 0.100000, 17, 98305
Insertion_Sort, 100000, 0.150000, 16, 98442
Bubble_Sort, 100, 0.010000, 98, 21
Bubble_Sort, 100, 0.050000, 28, 47
Bubble_Sort, 100, 0.100000, 37, 96
Bubble_Sort, 100, 0.150000, 12, 94
Bubble_Sort, 1000, 0.010000, 486, 286
Bubble_Sort, 1000, 0.050000, 135, 866
Bubble_Sort, 1000, 0.100000, 94, 929
Bubble_Sort, 1000, 0.150000, 90, 968
Bubble_Sort, 5000, 0.010000, 424, 1242
Bubble_Sort, 5000, 0.050000, 255, 4131
Bubble_Sort, 5000, 0.100000, 279, 4587
Bubble_Sort, 5000, 0.150000, 175, 4699
Bubble_Sort, 10000, 0.010000, 1696, 2431
Bubble_Sort, 10000, 0.050000, 421, 8400
Bubble_Sort, 10000, 0.100000, 327, 9077
Bubble_Sort, 10000, 0.150000, 278, 9555
Bubble_Sort, 50000, 0.010000, 4558, 13265
Bubble_Sort, 50000, 0.050000, 1484, 41180
Bubble_Sort, 50000, 0.100000, 749, 45787
Bubble_Sort, 50000, 0.150000, 1189, 47610
Bubble_Sort, 100000, 0.010000, 4380, 26987
Bubble_Sort, 100000, 0.050000, 1795, 82377
Bubble_Sort, 100000, 0.100000, 2509, 91466
Bubble_Sort, 100000, 0.150000, 2700, 94713
